0,[1.158680510547611 74.13278448107954 24.02270249851337]
1,[-0.49428721064264014 77.23974784767009 25.823155090221416]
2,[-2.3649116964026065 80.27487909090802 27.510864043349518]
3,[-4.878458099193229 82.94248167253056 28.964614581658275]
4,[-8.011110317988393 85.09617008309668 30.03224273847043]
5,[-11.608155301722643 86.69268217992654 30.255836399025437]
6,[-15.370916443813291 87.63840842927439 29.570869482608337]
7,[-20.312288571046956 87.90904734286207 27.747496097227057]
8,[-24.542107654465138 87.53786955680161 24.628908929933463]
9,[-27.656067618557692 86.97113148014553 20.403965237682353]
10,[-29.569417279744393 86.2137308628721 15.529669691571433]
11,[-30.721386836804975 84.99019941616154 10.519347443927574]
12,[-30.816917556189917 84.31882642275609 5.290143126347276]
13,[-30.37030623902673 83.85008032963488 0.054788154413883405]
14,[-29.62417848227607 82.99624089511964 -5.093221367910385]
15,[-28.504698781123995 81.83078961396458 -10.115812921771457]
16,[-26.61784430531558 80.4170087205936 -14.8327090868883]
17,[-23.89168601656995 78.62303431705529 -18.98172753639711]
18,[-20.168704661701067 76.65718225293004 -22.142306932757872]
19,[-15.867910111606083 75.40210529340315 -24.897747325043316]
20,[-11.502608878156614 74.31999744456552 -27.658171776134207]
21,[-6.994039293270177 72.78843651117592 -29.94209075956015]
22,[-2.2715333647090925 70.68346114416106 -30.983499342609726]
23,[0.5226547639005075 69.1882592024691 -30.337044771113675]
24,[2.7792441744378324 67.0724203797241 -29.444990728591034]
25,[-6.592668632118832 70.08645859791329 13.721818120056945]
26,[-7.754311111322316 71.21651663257633 13.015713241049312]
27,[-9.030872520654524 72.264640807338 12.37086763637992]
28,[-10.262474180961615 73.44579062434474 11.887463613116125]
29,[-11.400562005186325 74.79368465722027 11.71905205951931]
30,[-12.526836034516482 76.15415075288719 11.561538371399475]
31,[-13.635108503202316 77.53401943369208 11.635522694900637]
32,[-14.73697825540239 78.90170857584067 11.659240246217365]
33,[-15.97429782368172 79.95107275630167 10.944523280019059]
34,[-18.629738053780198 81.40343015261747 8.317639138798324]
35,[-20.823322706710258 82.46511338317289 5.146681839248587]
36,[-22.019101383488174 83.01673241783844 1.394486898950174]
37,[-22.08986136468452 83.02116941757045 -2.5903416963846175]
38,[-21.063969731601244 82.24029739750772 -6.291989445103474]
39,[-18.770764968040275 80.36487419038076 -8.872297723621793]
40,[-15.51842861723713 78.199709709338 -9.93634403157595]
41,[-11.622805094411227 77.65963798847231 -10.77333144405847]
42,[-7.7659090661726795 77.31946816016828 -11.871701284145189]
43,[-5.1520120987236435 76.30061231578348 -13.284615108312599]
44,[-3.017727890021916 74.22572588299543 -14.04311983568939]
45,[-0.8303090340731042 72.03916115793467 -13.563900435548513]
46,[1.713187776204099 71.45876258365887 -11.865514788195737]
47,[2.525170456166691 72.35327436986603 -10.02428382171672]
48,[2.432836454599504 73.63636033004687 -8.27474330434951]
49,[1.9166285902934257 74.35632063382091 -6.2701909978304045]
50,[1.552779662256244 74.44746095556503 -4.119231390810141]
51,[1.2634295611316972 73.89017132784309 -0.9676870374016449]
52,[1.127647990799023 72.99367541611157 2.1272067618391883]
53,[-0.132060712317865 72.03718569080351 4.89080738177829]
54,[-1.0516679460915843 69.8372044504229 7.235022424262045]
55,[-4.712607576522878 72.35161285320216 13.890007191158432]
56,[-4.791334024592308 73.21005023109343 16.191079780545675]
57,[-4.77686172481859 74.55625835298315 18.166149524962332]
58,[-5.016851305242672 76.55249720338693 19.581348091281072]
59,[-5.261450694577837 78.71716859112229 20.69512842661481]
60,[-6.058250088423971 80.86339622069413 21.6209403519216]
61,[-7.511820966747048 82.71214107372766 22.258489704563605]
62,[-9.336827551688897 84.34472027663627 22.437436790893106]
63,[-11.39091719995552 85.65578075068336 22.700631579319293]
64,[-13.698531 86.44121 22.60301]
65,[-15.89072511430689 87.04603562993488 21.682101071526702]
66,[-17.85417492741876 87.44465711517658 20.271377918646788]
67,[-19.78323295461738 87.43879915997758 18.74883929783052]
68,[-21.64776814957804 87.26455629192401 17.158993089375304]
69,[-22.935991446842397 87.01838518427206 15.096441966715007]
70,[-23.65203709507762 86.811752039535 12.755998337761753]
71,[-24.37502376400113 86.36007812918909 10.450411567778076]
72,[-25.049509524414916 85.95686308645202 8.121867005055151]
73,[-25.63219726411354 85.5741122464676 5.777493279461353]
74,[-25.86754340894596 85.11328090813119 3.4668994288273227]
75,[-15.82906036859129 80.09410287156085 12.52080708903613]
76,[-15.37791521202192 79.97171786326948 14.10274393257619]
77,[-14.996792628159913 79.97189829639356 15.707976597402357]
78,[-14.231368105849686 79.87013739285379 17.165174426933902]
79,[-13.382260307832237 79.74003417995915 18.573151064493057]
80,[-12.468475608423079 79.50842519394797 19.925474856747364]
81,[-11.405776518417152 79.1114842207367 21.117109584286858]
82,[-10.311497262730638 78.45052549984098 22.155952796328908]
83,[-9.049518675181087 77.87751254917632 23.049225992298474]
84,[-7.668471357799894 77.4552894985186 23.831194298502062]
